"team","conf","conf_rank","stars_5","stars_4","stars_3","num_star_players","avg_recruit_score","composite_score","year"
"Oklahoma State","Big-12",9,0,1,1,2,88.85,34.67,2017
"Utah State","M-West",3,0,0,2,2,89,34.22,2017
"Georgia State","SBC",2,0,0,3,3,85.33,34.18,2017
"Buffalo","MAC",1,0,1,1,2,87.67,32.68,2017
"UNC Wilmington","CAA",1,0,0,2,2,88,32.62,2017
"Dayton","A-10",3,0,0,2,3,83.03,32.02,2017
"Kansas State","Big-12",10,0,0,3,3,83.87,31.95,2017
"North Texas","C-USA",4,0,0,2,2,87.39,31.64,2017
"Murray State","OVC",1,0,0,2,2,87.14,31.04,2017
"Lehigh","Patriot",1,0,0,2,2,86.87,30.76,2017
"Morehead State","OVC",2,0,0,2,2,86.84,30.55,2017
"USF","AAC",9,0,0,2,2,86.81,30.47,2017
"Virginia","ACC",14,0,0,2,2,86.68,30.11,2017
"Tulane","AAC",10,0,0,2,2,86.55,29.91,2017
"Nevada","M-West",4,0,0,2,2,86.17,29.68,2017
"Illinois State","MVC",1,0,0,2,2,86.17,29.68,2017
"Florida Gulf Coast","A-Sun",1,0,0,2,2,85.67,28.68,2017
"Loyola Chicago","MVC",2,0,0,2,2,85.8,28.52,2017
"Ball State","MAC",2,0,0,2,2,85.71,28.37,2017
"South Dakota State","Summit",1,0,0,2,2,85.5,28.21,2017
"Notre Dame","ACC",15,0,1,0,1,98.17,28.17,2017
"UAB","C-USA",5,0,0,2,2,85.56,28.14,2017
"Belmont","OVC",3,0,0,2,3,81.56,28.08,2017
"Missouri State","MVC",3,0,0,1,2,84.92,27.68,2017
"Old Dominion","C-USA",6,0,0,2,2,85.34,27.65,2017
"La Salle","A-10",4,0,0,2,2,84.84,27.17,2017
"Tennessee-Martin","OVC",4,0,0,2,2,84.67,26.68,2017
"Wyoming","M-West",5,0,0,2,2,84.44,26.18,2017
"Richmond","A-10",5,0,0,2,2,84.41,26.12,2017
"Penn State","Big-Ten",13,0,0,1,3,80.67,26.01,2017
"Davidson","A-10",6,0,1,0,1,94.81,24.81,2017
"Pepperdine","WCC",2,0,0,2,2,83.5,24.64,2017
"Princeton","Ivy",1,0,0,2,2,83.38,24.34,2017
"Gonzaga","WCC",3,0,1,0,1,94.19,24.19,2017
"Eastern Kentucky","OVC",5,0,0,1,3,79.63,23.63,2017
"Nebraska Omaha","Summit",2,0,0,2,2,83,23.41,2017
"George Mason","A-10",7,0,0,1,2,82.18,23.03,2017
"Northeastern","CAA",2,0,0,1,2,81.41,21.5,2017
"Wichita State","AAC",11,0,0,1,1,91,21,2017
"Texas-San Antonio","C-USA",7,0,0,1,1,90.36,20.36,2017
"Harvard","Ivy",2,0,0,1,2,80.81,20.3,2017
"Hawaii","Big-west",1,0,0,1,1,90,20,2017
"Washington State","Pac-12",12,0,0,1,1,89,19,2017
"St. Bonaventure","A-10",8,0,0,1,1,89,19,2017
"Indiana State","MVC",4,0,0,1,1,89,19,2017
"Jacksonville State","OVC",6,0,0,1,1,89,19,2017
"Arkansas-Little Rock","SBC",3,0,0,1,1,89,19,2017
"New Mexico State","WAC",1,0,0,1,1,89,19,2017
"James Madison","CAA",3,0,0,1,1,88.94,18.94,2017
"Northwestern","Big-Ten",14,0,0,1,1,88.68,18.68,2017
"San Jose State","M-West",6,0,0,1,2,80,18.67,2017
"Boise State","M-West",7,0,0,1,1,88.57,18.57,2017
"Rhode Island","A-10",9,0,0,1,1,88.19,18.19,2017
"Colorado State","M-West",8,0,0,1,1,88,18,2017
"Tennessee State","OVC",7,0,0,1,1,88,18,2017
"Boston University","Patriot",2,0,0,1,1,87.27,17.27,2017
"FIU","C-USA",8,0,0,1,1,87,17,2017
"Southern Utah","Big-Sky",1,0,0,1,1,87,17,2017
"Wisconsin-Green Bay","Horizon",1,0,0,1,1,87,17,2017
"Yale","Ivy",3,0,0,1,1,87,17,2017
"Arkansas State","SBC",4,0,0,1,1,87,17,2017
"UT-Arlington","SBC",5,0,0,1,1,87,17,2017
"St. Mary's","WCC",4,0,0,1,1,87,17,2017
"Saint Joseph's","A-10",10,0,0,1,1,86.88,16.88,2017
"Houston Baptist","SLC",2,0,0,1,1,86.03,16.03,2017
"Weber State","Big-Sky",2,0,0,1,1,86,16,2017
"Columbia","Ivy",4,0,0,1,1,85.88,15.88,2017
"Hampton","MEAC",1,0,0,1,1,85.88,15.88,2017
"Bowling Green","MAC",3,0,0,0,2,78.59,15.86,2017
"Delaware","CAA",4,0,0,1,1,85.85,15.85,2017
"Rice","C-USA",9,0,0,1,1,85.67,15.67,2017
"Louisiana","SBC",6,0,0,1,1,85.53,15.53,2017
"Portland","WCC",5,0,0,1,1,85.46,15.46,2017
"Massachusetts","A-10",11,0,0,1,1,85.28,15.28,2017
"Towson","CAA",5,0,0,1,1,85.28,15.28,2017
"Toledo","MAC",4,0,0,1,1,85.25,15.25,2017
"High Point","B-South",1,0,0,1,1,85.17,15.17,2017
"Pennsylvania","Ivy",5,0,0,1,1,85.07,15.07,2017
"East Carolina","AAC",12,0,0,1,2,77.5,15,2017
"Oral Roberts","SLC",3,0,0,1,1,84,14,2017
"George Washington","A-10",12,0,0,1,1,83.98,13.98,2017
"Brigham Young","WCC",6,0,0,1,1,83.47,13.47,2017
"Marshall","C-USA",10,0,0,1,1,83.33,13.33,2017
"Louisiana Tech","C-USA",11,0,0,1,1,83.33,13.33,2017
"Kent State","MAC",5,0,0,1,1,83.33,13.33,2017
"Stony Brook","A-East",1,0,0,1,1,83.33,13.33,2017
"UC Irvine","Big-west",2,0,0,1,1,83.33,13.33,2017
"Long Beach State","Big-west",3,0,0,1,1,83.33,13.33,2017
"Montana State","Big-Sky",3,0,0,1,1,83.33,13.33,2017
"Dartmouth","Ivy",6,0,0,1,1,83.33,13.33,2017
"Manhattan","MAAC",1,0,0,1,1,83.33,13.33,2017
"Howard","MEAC",2,0,0,1,1,83.33,13.33,2017
"Wagner","NEC",1,0,0,1,1,83.33,13.33,2017
"Mount St. Mary's","NEC",2,0,0,1,1,83.33,13.33,2017
"Coastal Carolina","SBC",7,0,0,1,1,83.33,13.33,2017
"Samford","Southern",1,0,0,1,1,83.33,13.33,2017
"South Dakota","Summit",3,0,0,1,1,83.33,13.33,2017
"Cal State Bakersfield","WAC",2,0,0,1,1,83.33,13.33,2017
"Northern Illinois","MAC",6,0,0,1,1,83.02,13.02,2017
"Presbyterian","B-South",2,0,0,1,1,83,13,2017
"Valparaiso","Horizon",2,0,0,1,1,82.71,12.71,2017
"New Mexico","M-West",9,0,0,0,1,76.67,6.67,2017
"Montana","Big-Sky",4,0,0,0,1,76.67,6.67,2017
"Bradley","MVC",5,0,0,0,1,76.67,6.67,2017
"Navy","Patriot",3,0,0,0,1,76.67,6.67,2017
"Missouri-Kansas City","WAC",3,0,0,0,1,76.67,6.67,2017
"Charlotte","C-USA",NA,NA,NA,NA,1,0,0,2017
"Central Michigan","MAC",NA,NA,NA,NA,2,0,0,2017
"Ohio","MAC",NA,NA,NA,NA,1,0,0,2017
"Miami (OH)","MAC",NA,NA,NA,NA,1,0,0,2017
"Akron","MAC",10,0,0,0,1,70,0,2017
"Fresno State","M-West",NA,NA,NA,NA,1,0,0,2017
"Air Force","M-West",NA,NA,NA,NA,1,0,0,2017
"Duquesne","A-10",NA,NA,NA,NA,1,0,0,2017
"New Hampshire","A-East",NA,NA,NA,NA,2,0,0,2017
"Vermont","A-East",NA,NA,NA,NA,1,0,0,2017
"Stetson","A-Sun",NA,NA,NA,NA,1,0,0,2017
"North Florida","A-Sun",NA,NA,NA,NA,1,0,0,2017
"Lipscomb","A-Sun",NA,NA,NA,NA,1,0,0,2017
"Cal State Fullerton","Big-west",NA,NA,NA,NA,2,0,0,2017
"UC Davis","Big-west",NA,NA,NA,NA,2,0,0,2017
"UC Santa Barbara","Big-west",NA,NA,NA,NA,1,0,0,2017
"North Dakota","Big-Sky",NA,NA,NA,NA,1,0,0,2017
"Eastern Washington","Big-Sky",NA,NA,NA,NA,1,0,0,2017
"Portland State","Big-Sky",NA,NA,NA,NA,1,0,0,2017
"Campbell","B-South",NA,NA,NA,NA,1,0,0,2017
"Charleston Southern","B-South",NA,NA,NA,NA,2,0,0,2017
"Gardner-Webb","B-South",NA,NA,NA,NA,1,0,0,2017
"Winthrop","B-South",NA,NA,NA,NA,2,0,0,2017
"UNC Asheville","B-South",NA,NA,NA,NA,2,0,0,2017
"William & Mary","CAA",NA,NA,NA,NA,1,0,0,2017
"Elon","CAA",NA,NA,NA,NA,1,0,0,2017
"Oakland","Horizon",NA,NA,NA,NA,1,0,0,2017
"Illinois Chicago","Horizon",NA,NA,NA,NA,1,0,0,2017
"Youngstown State","Horizon",NA,NA,NA,NA,1,0,0,2017
"Cornell","Ivy",NA,NA,NA,NA,2,0,0,2017
"Brown","Ivy",NA,NA,NA,NA,3,0,0,2017
"Iona","MAAC",NA,NA,NA,NA,2,0,0,2017
"Saint Peter's","MAAC",NA,NA,NA,NA,1,0,0,2017
"Monmouth","MAAC",NA,NA,NA,NA,2,0,0,2017
"Siena","MAAC",NA,NA,NA,NA,1,0,0,2017
"Fairfield","MAAC",NA,NA,NA,NA,1,0,0,2017
"Savannah State","MEAC",NA,NA,NA,NA,1,0,0,2017
"Norfolk State","MEAC",NA,NA,NA,NA,1,0,0,2017
"Northern Iowa","MVC",NA,NA,NA,NA,1,0,0,2017
"Evansville","MVC",NA,NA,NA,NA,1,0,0,2017
"Drake","MVC",NA,NA,NA,NA,1,0,0,2017
"Fairleigh Dickinson","NEC",NA,NA,NA,NA,1,0,0,2017
"Sacred Heart","NEC",NA,NA,NA,NA,2,0,0,2017
"Robert Morris","NEC",NA,NA,NA,NA,1,0,0,2017
"Central Connecticut State","NEC",NA,NA,NA,NA,1,0,0,2017
"Southeast Missouri State","OVC",NA,NA,NA,NA,2,0,0,2017
"American","Patriot",NA,NA,NA,NA,1,0,0,2017
"Bucknell","Patriot",NA,NA,NA,NA,1,0,0,2017
"Lafayette","Patriot",NA,NA,NA,NA,1,0,0,2017
"Army","Patriot",NA,NA,NA,NA,2,0,0,2017
"Appalachian State","SBC",NA,NA,NA,NA,1,0,0,2017
"Louisiana-Monroe","SBC",NA,NA,NA,NA,1,0,0,2017
"Georgia Southern","SBC",NA,NA,NA,NA,1,0,0,2017
"Troy","SBC",NA,NA,NA,NA,1,0,0,2017
"Texas A&M Corpus Christi","SLC",NA,NA,NA,NA,2,0,0,2017
"Sam Houston State","SLC",NA,NA,NA,NA,1,0,0,2017
"Sam Houston State","SLC",NA,NA,NA,NA,1,0,0,2017
"New Orleans","SLC",NA,NA,NA,NA,1,0,0,2017
"Northwestern State","SLC",NA,NA,NA,NA,1,0,0,2017
"Lamar","SLC",NA,NA,NA,NA,1,0,0,2017
"Central Arkansas","SLC",NA,NA,NA,NA,1,0,0,2017
"East Tennessee State","Southern",NA,NA,NA,NA,1,0,0,2017
"Wofford","Southern",NA,NA,NA,NA,1,0,0,2017
"Virginia Military Institute","Southern",NA,NA,NA,NA,2,0,0,2017
"Chattanooga","Southern",NA,NA,NA,NA,1,0,0,2017
"Citadel","Southern",NA,NA,NA,NA,3,0,0,2017
"Furman","Southern",NA,NA,NA,NA,1,0,0,2017
"UNC Greensboro","Southern",NA,NA,NA,NA,1,0,0,2017
"North Dakota State","Summit",NA,NA,NA,NA,3,0,0,2017
"Denver","Summit",NA,NA,NA,NA,1,0,0,2017
"Western Illinois","Summit",NA,NA,NA,NA,1,0,0,2017
"Alabama A&M","SW-AC",NA,NA,NA,NA,1,0,0,2017
"San Diego","WCC",NA,NA,NA,NA,1,0,0,2017
"Loyola Marymount","WCC",7,0,0,1,1,83.33,NA,2017
"San Francisco","WCC",8,0,0,1,1,83.33,NA,2017
"Duke","ACC",1,4,1,0,5,99.63,71.06,2018
"Kentucky","SEC",1,4,1,0,5,99.37,70.29,2018
"Oregon","Pac-12",1,2,3,0,5,98.58,69.57,2018
"LSU","SEC",2,2,2,2,6,94.93,68.91,2018
"Kansas","Big-12",1,2,2,0,4,97.85,68.15,2018
"UCLA","Pac-12",2,1,4,1,6,96.21,67.94,2018
"Maryland","Big-Ten",1,1,3,1,5,95.16,66.97,2018
"Texas","Big-12",2,0,4,1,5,95.93,66.59,2018
"Villanova","Big-East",1,1,3,0,4,97.29,66.54,2018
"Indiana","Big-Ten",2,1,4,0,5,95.65,65.92,2018
"Arizona State","Pac-12",3,0,4,0,4,96.7,65.59,2018
"Michigan","Big-Ten",3,0,4,1,5,94.53,64.82,2018
"Vanderbilt","SEC",3,2,1,0,3,98.99,64.71,2018
"North Carolina","ACC",2,2,1,0,3,98.81,64.51,2018
"Notre Dame","ACC",3,0,4,1,5,94.88,64.22,2018
"Mississippi State","SEC",4,0,3,1,4,94.74,63.62,2018
"Michigan State","Big-Ten",4,0,5,0,5,95.1,63.22,2018
"USC","Pac-12",4,1,2,0,3,98.12,62.84,2018
"Florida","SEC",5,1,2,0,3,97.91,62.34,2018
"Providence","Big-East",2,0,2,2,4,93.39,61.49,2018
"Arizona","Pac-12",5,0,3,0,3,96.82,60.72,2018
"Wake Forest","ACC",4,1,1,4,6,90.41,60.63,2018
"Illinois","Big-Ten",5,0,2,5,7,90,59.65,2018
"West Virginia","Big-12",3,0,2,4,6,91.82,59.24,2018
"Ohio State","Big-Ten",6,0,2,2,4,93.23,59.22,2018
"Iowa State","Big-12",4,0,2,2,4,92.56,58.29,2018
"Western Kentucky","C-USA",1,1,1,1,3,93.77,57.21,2018
"Memphis","AAC",1,0,3,3,7,88.68,56.98,2018
"Stanford","Pac-12",6,0,2,2,4,92.13,56.43,2018
"Georgetown","Big-East",3,0,2,2,4,91.79,55.78,2018
"Northwestern","Big-Ten",7,0,2,2,4,91.29,55.59,2018
"Texas Tech","Big-12",5,0,2,2,4,90.43,55.51,2018
"TCU","Big-12",6,0,2,2,4,91.73,55.22,2018
"Georgia","SEC",6,0,2,2,4,91.26,54.56,2018
"Arkansas","SEC",7,0,3,4,7,90.55,54.17,2018
"N.C. State","ACC",5,0,3,0,3,94.16,54.16,2018
"Utah","Pac-12",7,0,2,4,6,88.98,53.76,2018
"Pittsburgh","ACC",6,0,2,1,3,93.07,53.48,2018
"Washington","Pac-12",8,0,1,4,5,89.73,53.48,2018
"Creighton","Big-East",4,0,3,0,3,93.59,53.1,2018
"Syracuse","ACC",7,0,2,1,3,92.47,53.07,2018
"California","Pac-12",9,0,2,2,4,90.52,52.67,2018
"Minnesota","Big-Ten",8,0,1,2,3,92.56,52.14,2018
"Harvard","Ivy",1,0,1,3,4,90.09,51.4,2018
"Georgia Tech","ACC",8,0,1,2,3,92.14,51.39,2018
"Purdue","Big-Ten",9,0,2,1,3,92.4,49.97,2018
"Rhode Island","A-10",1,0,1,2,3,91.59,49.89,2018
"Rutgers","Big-Ten",10,0,1,3,4,89.52,49.85,2018
"Nevada","M-West",1,1,0,2,3,90.64,49.36,2018
"Ole Miss","SEC",8,0,1,4,5,88.21,49.06,2018
"South Carolina","SEC",9,0,1,4,5,88.69,48.89,2018
"Alabama","SEC",10,0,1,2,3,90.85,48.52,2018
"Penn State","Big-Ten",11,0,1,2,4,87.85,48.11,2018
"Saint Louis","A-10",2,0,1,2,3,90.17,47.55,2018
"Oklahoma State","Big-12",7,0,1,3,4,88.53,46.15,2018
"Clemson","ACC",9,0,0,3,3,89.73,44.71,2018
"DePaul","Big-East",5,0,0,3,3,89.23,44.59,2018
"St. John's","Big-East",6,0,1,2,3,89.57,44.53,2018
"Wichita State","AAC",2,0,0,7,7,87.31,44.19,2018
"Virginia","ACC",10,0,1,2,3,88.89,44.08,2018
"Seton Hall","Big-East",7,0,0,3,3,89.48,43.16,2018
"Xavier","Big-East",8,0,0,3,3,89.1,42.74,2018
"Iowa","Big-Ten",12,0,1,1,2,93.15,42.65,2018
"Cincinnati","AAC",3,0,0,3,3,89.01,42.65,2018
"UC Santa Barbara","Big-west",1,0,0,3,3,88.42,42.35,2018
"Virginia Tech","ACC",11,0,1,1,2,93,42.33,2018
"USF","AAC",4,0,0,4,4,87.18,41.55,2018
"Boston College","ACC",12,0,1,1,2,92.41,41.33,2018
"Baylor","Big-12",8,0,1,1,2,92.38,41.11,2018
"Gonzaga","WCC",1,0,1,1,2,92.24,40.92,2018
"UNLV","M-West",2,0,1,1,2,92.41,40.46,2018
"Wisconsin","Big-Ten",13,0,0,3,3,87.52,39.7,2018
"Missouri","SEC",11,0,1,1,2,91.59,39.56,2018
"Tulane","AAC",5,0,0,3,3,87.44,38.82,2018
"UAB","C-USA",2,0,0,3,3,87.28,38.72,2018
"Buffalo","MAC",1,0,1,1,2,91.09,38.5,2018
"Boise State","M-West",3,0,0,3,3,86.48,37.51,2018
"Santa Clara","WCC",2,0,0,3,3,86.62,37.44,2018
"Rice","C-USA",3,0,0,3,3,86.8,37.36,2018
"Dayton","A-10",3,0,1,1,2,90.39,37.36,2018
"Old Dominion","C-USA",4,0,0,3,3,86.37,36.85,2018
"Nebraska","Big-Ten",14,0,0,3,3,86.51,36.66,2018
"Oregon State","Pac-12",10,0,0,3,3,85.37,35.73,2018
"Colorado","Pac-12",11,0,0,3,3,85.43,34.35,2018
"Massachusetts","A-10",4,0,0,2,2,88.6,34.07,2018
"UTEP","C-USA",5,0,0,2,2,88.72,34.05,2018
"Fresno State","M-West",4,0,0,2,2,88.5,33.61,2018
"San Diego State","M-West",5,0,0,2,2,88.4,33.34,2018
"VCU","A-10",5,0,0,2,2,88.26,33.04,2018
"SMU","AAC",6,0,0,2,2,88.11,32.98,2018
"San Jose State","M-West",6,0,0,2,2,87.78,32.57,2018
"Pennsylvania","Ivy",2,0,0,2,2,87.34,31.38,2018
"Georgia State","SBC",1,0,0,2,2,87.02,31.26,2018
"Long Beach State","Big-west",2,0,0,2,2,87,30.69,2018
"Wisconsin-Milwaukee","Horizon",1,0,0,2,2,86.28,29.41,2018
"Seattle","WAC",1,0,0,2,2,86.28,29.31,2018
"Florida Gulf Coast","A-Sun",1,0,0,2,2,86.17,29.23,2018
"Chattanooga","Southern",1,0,0,2,2,86.05,29.11,2018
"Kansas State","Big-12",9,0,0,2,2,85.72,28.9,2018
"Loyola Chicago","MVC",1,0,0,2,2,85.89,28.79,2018
"George Washington","A-10",6,0,0,2,2,85.94,28.77,2018
"Yale","Ivy",3,0,0,2,2,85.92,28.73,2018
"Butler","Big-East",9,0,0,2,2,85.52,28.6,2018
"Duquesne","A-10",7,0,0,2,2,85.59,28.22,2018
"Marquette","Big-East",10,0,1,0,1,98.19,28.19,2018
"East Carolina","AAC",7,0,0,2,2,85,27.21,2018
"Central Arkansas","SLC",1,0,0,2,2,85,27.21,2018
"Northern Iowa","MVC",2,0,1,0,1,96.95,26.95,2018
"Dartmouth","Ivy",4,0,0,2,2,84.67,26.56,2018
"St. Mary's","WCC",3,0,1,0,1,96.35,26.35,2018
"Princeton","Ivy",5,0,1,0,1,96.14,26.14,2018
"Houston","AAC",8,0,1,0,1,95.82,25.82,2018
"Tennessee","SEC",12,0,1,0,1,95.63,25.63,2018
"Oklahoma","Big-12",10,0,1,0,1,92.97,22.97,2018
"Connecticut","AAC",9,0,0,1,1,91.08,21.08,2018
"Brigham Young","WCC",4,0,0,1,1,90.52,20.52,2018
"Colorado State","M-West",7,0,0,1,1,90.32,20.32,2018
"Florida State","ACC",13,0,0,1,1,89.55,19.55,2018
"Texas A&M","SEC",13,0,0,1,1,88.89,18.89,2018
"New Mexico","M-West",8,0,0,1,2,79.43,18.86,2018
"Arkansas-Little Rock","SBC",2,0,0,1,1,88.68,18.68,2018
"Fordham","A-10",8,0,0,1,1,88.37,18.37,2018
"Ball State","MAC",2,0,0,1,1,88.13,18.13,2018
"Valparaiso","Horizon",2,0,0,1,1,88.13,18.13,2018
"Bucknell","Patriot",1,0,0,0,2,80,18,2018
"Saint Peter's","MAAC",1,0,0,1,1,87.87,17.87,2018
"Pepperdine","WCC",5,0,0,1,1,87.53,17.53,2018
"UNC Greensboro","Southern",2,0,0,1,1,87.43,17.43,2018
"Towson","CAA",1,0,0,1,1,87.23,17.23,2018
"Temple","AAC",10,0,0,1,1,87.1,17.1,2018
"Fairfield","MAAC",2,0,0,1,1,87.06,17.06,2018
"Bradley","MVC",3,0,0,1,1,87,17,2018
"Cal State Fullerton","Big-west",3,0,0,1,1,86.81,16.81,2018
"Columbia","Ivy",6,0,0,1,1,86.78,16.78,2018
"Oral Roberts","SLC",2,0,0,1,1,86.6,16.6,2018
"Richmond","A-10",9,0,0,1,1,86.48,16.48,2018
"Saint Joseph's","A-10",10,0,0,1,1,86.14,16.14,2018
"Washington State","Pac-12",12,0,0,1,1,86,16,2018
"Northern Illinois","MAC",3,0,0,1,1,86,16,2018
"William & Mary","CAA",2,0,0,1,1,86,16,2018
"Northern Kentucky","Horizon",3,0,0,1,1,86,16,2018
"Murray State","OVC",1,0,0,1,1,86,16,2018
"UCF","AAC",11,0,0,1,1,85.78,15.78,2018
"Lafayette","Patriot",2,0,0,1,1,85.78,15.78,2018
"Denver","Summit",1,0,0,1,1,85.78,15.78,2018
"Weber State","Big-Sky",1,0,0,1,1,85.56,15.56,2018
"Rider","MAAC",3,0,0,1,1,85.56,15.56,2018
"Siena","MAAC",4,0,0,1,1,85,15,2018
"Drake","MVC",4,0,0,1,1,85,15,2018
"Samford","Southern",3,0,0,1,1,85,15,2018
"Stetson","A-Sun",2,0,0,1,1,84,14,2018
"Belmont","OVC",2,0,0,1,1,84,14,2018
"Loyola (MD)","Patriot",3,0,0,1,1,84,14,2018
"George Mason","A-10",11,0,0,1,1,83.75,13.75,2018
"Boston University","Patriot",4,0,0,1,1,83,13,2018
"Vermont","A-East",1,0,0,1,1,82,12,2018
"Furman","Southern",4,0,0,0,1,80,10,2018
"La Salle","A-10",12,0,0,0,1,79.06,9.06,2018
"Youngstown State","Horizon",4,0,0,0,1,79,9,2018
"Louisville","ACC",NA,NA,NA,NA,1,0,0,2018
"Texas-San Antonio","C-USA",NA,NA,NA,NA,1,0,0,2018
"Marshall","C-USA",NA,NA,NA,NA,1,0,0,2018
"Kent State","MAC",NA,NA,NA,NA,1,0,0,2018
"Utah State","M-West",NA,NA,NA,NA,1,0,0,2018
"Albany","A-East",NA,NA,NA,NA,1,0,0,2018
"Lipscomb","A-Sun",NA,NA,NA,NA,1,0,0,2018
"North Florida","A-Sun",NA,0,0,0,1,70,0,2018
"UNC Wilmington","CAA",4,0,0,0,1,70,0,2018
"Manhattan","MAAC",NA,NA,NA,NA,1,0,0,2018
"Illinois State","MVC",NA,NA,NA,NA,1,0,0,2018
"South Dakota State","Summit",NA,NA,NA,NA,1,0,0,2018
"North Dakota State","Summit",NA,NA,NA,NA,1,0,0,2018
"Cal State Bakersfield","WAC",NA,NA,NA,NA,1,0,0,2018
"Portland","WCC",NA,0,0,0,1,70,0,2018
